BPS_ID#;KECAMATAN NAME;2010_male;2010_female;2010_total;2015_male;2015_female;2015_total;2015_adult;poverty_rupiah;poverty_people;poverty_percent;electricty_percent
3207230;Cihaurbeuti;23353;23462;46815;24250;24414;48665;39328;296647;6733;13,84;100
3207150;Cijeungjing;24589;25514;50103;23277;24416;47695;38544;296647;2272;4,76;99,64
3207220;Cikoneng;24841;25011;49852;25711;25199;50910;41143;296647;6481;12,73;99,93
3207140;Cimaragas;7473;7987;15460;7307;7785;15093;12197;296647;1043;6,91;99,69
3207250;Cipaku;28435;30214;58649;30594;31229;61824;49963;296647;5894;9,53;100
3207160;Cisaga;17756;18699;36455;16476;17735;34213;27649;296647;1877;5,49;99,07
3207260;Jatinagara;13030;13017;26047;12735;12943;25678;20752;296647;2556;9,95;95,92
3207280;Kawali;19299;19728;39027;19100;19852;38952;31479;296647;2665;6,84;100
3207110;Lakbok;23984;24397;48381;26328;26863;53192;42987;296647;3312;6,23;99,99
3207281;Lumbung;14126;14209;28335;14507;14963;29471;23817;296647;2920;9,91;91,09
3207120;Pamarican;31555;32502;64057;31657;32629;64288;51954;296647;5223;8,12;97,99
3207270;Panawangan;23272;24342;47614;24336;25535;49872;40304;296647;3788;7,6;100
3207290;Panjalu;21678;21713;43391;23113;23282;46396;37495;296647;5853;12,62;92,65
3207300;Panumbangan;27757;28108;55865;28221;28463;56685;45809;296647;9383;16,55;97,68
3207111;Purwadadi;17334;17813;35147;18955;19130;38085;30778;296647;2839;7,45;100
3207190;Rajadesa;23925;24466;48391;25781;26039;51821;41879;296647;4790;9,24;99,83
3207180;Rancah;27329;28317;55646;25714;26596;52311;42275;296647;3418;6,53;99,96
3207240;Sadananya;16646;16881;33527;17564;17636;35201;28447;296647;3927;11,16;99,99
3207221;Sindangkasih;22374;22371;44745;24126;23585;47711;38557;296647;5208;10,92;99,55
3207200;Sukadana;10957;11770;22727;10745;11534;22279;18005;296647;1172;5,26;100
3207291;Sukamantri;10424;10518;20942;11998;12084;24083;19462;296647;3258;13,53;85,67
3207170;Tambaksari;10404;11183;21587;9909;10661;20571;16624;296647;1166;5,67;95,28
3203010;Agrabinta;18998;17760;36758;19446;18241;37687;26709;287939;2953;7,84;84,49
3203160;Bojongpicung;36836;34123;70959;37745;35429;73173;51860;287939;8005;10,94;99,96
3203110;Campaka;32740;31107;63847;33421;31912;65332;46303;287939;11393;17,44;99,84
3203111;Campaka Mulya;12181;11575;23756;12351;11839;24190;17144;287939;3771;15,59;68,65
3203200;Cianjur;80906;77219;158125;83400;80283;163683;116006;287939;7404;4,52;100
3203120;Cibeber;60090;55817;115907;61642;57703;119344;84582;287939;16447;13,78;92,94
3203050;Cibinong;30221;27621;57842;30919;28478;59396;42096;287939;6629;11,16;91,36
3203030;Cidaun;33004;31177;64181;33884;32410;66294;46984;287939;12257;18,49;83,45
3203071;Cijati;16621;16116;32737;16950;16562;33512;23751;287939;4812;14,36;97,15
3203051;Cikadu;17895;16759;34654;18323;17251;35574;25213;287939;5185;14,58;91,09
3203240;Cikalongkulon;48711;45551;94262;50266;47247;97512;69110;287939;96034;98,48;97,67
3203140;Cilaku;50104;46719;96823;51998;49007;101004;71584;287939;9379;9,29;100
3203221;Cipanas;53939;49972;103911;55643;52377;108019;76556;287939;8657;8,01;99,89
3203170;Ciranjang;38403;36036;74439;39770;37589;77358;54826;287939;6439;8,32;100
3203210;Cugenang;52294;47345;99639;54089;49200;103286;73202;287939;19142;18,53;99,94
3203131;Gekbrong;26518;24508;51026;27342;25687;53028;37582;287939;9342;17,62;100
3203161;Haurwangi;27797;25844;53641;28595;26917;55512;39343;287939;7328;13,2;100
3203070;Kadupandak;25106;23662;48768;25826;24256;50081;35494;287939;8264;16,5;99,63
3203190;Karangtengah;69424;64894;134318;71548;67221;138768;98348;287939;8607;6,2;99,98
3203011;Leles;16552;15379;31931;16764;15766;32529;23054;287939;2016;6,2;95,48
3203180;Mande;35610;33538;69148;37012;34907;71918;50970;287939;9714;13,51;99,39
3203040;Naringgul;23165;21500;44665;23684;22129;45813;32469;287939;7810;17,05;81,83
3203220;Pacet;50392;46272;96664;51917;48582;100498;71225;287939;8694;8,65;99,96
3203100;Pagelaran;35453;32668;68121;36140;33595;69734;49422;287939;10377;14,88;87,93
3203061;Pasirkuda;17899;16614;34513;18219;17063;35282;25005;287939;7173;20,33;88,76
3203020;Sindangbarang;26633;25144;51777;27358;26160;53517;37929;287939;3423;6,4;84,34
3203150;Sukaluyu;36769;33313;70082;37739;34650;72388;51303;287939;9754;13,47;100
3203090;Sukanagara;24883;23844;48727;25851;24513;50363;35694;287939;6357;12,62;100
3203230;Sukaresmi;41518;38491;80009;42566;40049;82614;58550;287939;13590;16,45;99,95
3203080;Takokak;25991;24892;50883;26676;25509;52185;36985;287939;4921;9,43;96,02
3203060;Tanggeung;22880;21408;44288;23363;21951;45314;32115;287939;9235;20,38;97,83
3203130;Warungkondang;33558;31322;64880;34506;32499;67004;47488;287939;10682;15,94;100
3209200;Arjawinangun;32923;29890;62813;14959;14043;29000;20541;327032;7196;24,81;100
3209080;Astanajapura;38690;37047;75737;33703;29803;63486;44968;327032;7894;12,43;100
3209040;Babakan;31963;30349;62312;26489;24710;51194;36262;327032;12286;24;100
3209100;Beber;18364;18157;36521;29916;28679;58597;41505;327032;9404;16,05;100
3209020;Ciledug;21297;20877;42174;30257;28914;59172;41913;327032;6182;10,45;99,98
3209210;Ciwaringin;20186;17921;38107;26428;23484;49896;35342;327032;2859;5,73;95,4
3209141;Depok;28957;28114;57071;32691;33570;66283;46950;327032;7472;11,27;100
3209121;Dukupuntang;30698;29658;60356;36178;34550;70729;50099;327032;9666;13,67;99,17
3209041;Gebang;29865;27740;57605;19765;18771;38536;27296;327032;13670;35,47;99,98
3209230;Gegesik;36147;33451;69598;26272;25830;52110;36910;327032;9567;18,36;99,86
3209211;Gempol;22558;20708;43266;22400;21934;44340;31407;327032;7060;15,92;99,52
3209101;Greged;26072;25001;51073;37312;35931;73247;51882;327032;15988;21,83;100
3209171;Gunungjati;39905;38013;77918;21025;20437;41466;29371;327032;3045;7,34;100
3209191;Jamblang;17842;17398;35240;18052;16856;34905;24724;327032;5861;16,79;99,98
3209231;Kaliwedi;18703;17293;35996;20331;1930;22100;15654;327032;5691;25,75;99,97
3209180;Kapetakan;27500;24101;51601;31187;29214;60397;42780;327032;8331;13,79;100
3209050;Karangsembung;17506;16944;34450;21378;19718;41090;29105;327032;5756;14,01;99,89
3209051;Karangwareng;13500;13063;26563;37902;35773;73673;52184;327032;5835;7,92;99,8
3209162;Kedawung;31165;31080;62245;38559;37037;75599;53548;327032;3723;4,92;100
3209190;Klangenan;25834;25194;51028;13474;12958;26433;18723;327032;9351;35,38;100
3209060;Lemahabang;25587;25164;50751;21290;20348;41638;29493;327032;7330;17,6;100
3209030;Losari;28046;26055;54101;36052;35665;71730;50807;327032;10884;15,17;100
3209090;Mundu;37677;35914;73591;30895;28980;59871;42408;327032;12798;21,38;99,95
3209031;Pabedilan;26514;24961;51475;18027;17082;35109;24868;327032;9508;27,08;99,93
3209021;Pabuaran;17216;16480;33696;29452;28280;57735;40895;327032;4923;8,53;99,54
3209130;Palimanan;28185;27424;55609;27641;27156;54804;38819;327032;7632;13,93;99,87
3209081;Pangenan;22385;20616;43001;40742;38923;79666;56429;327032;6593;8,28;99,9
3209201;Panguragan;21641;20996;42637;19386;17908;37289;26413;327032;6178;16,57;100
3209011;Pasaleman;12554;12414;24968;21704;20509;42212;29899;327032;5150;12,2;100
3209151;Plered;26046;25046;51092;19250;18810;38065;26962;327032;6462;16,98;99,61
3209140;Plumbon;37900;35516;73416;27433;25531;52959;37512;327032;7178;13,55;99,99
3209070;Sedong;20085;19344;39429;20381;19490;39872;28242;327032;6975;17,49;99,97
3209120;Sumber;41228;39731;80959;42090;41058;83157;58902;327032;10147;12,2;99,9
3209181;Suranenggala;21376;20010;41386;31511;29238;60742;43025;327032;6192;10,19;100
3209220;Susukan;32499;29830;62329;27899;25978;53872;38159;327032;6860;12,73;99,81
3209061;Susukan Lebak;18678;18332;37010;36116;32725;68826;48751;327032;4192;6,09;99,98
3209111;Talun;32035;30784;62819;32808;29061;61850;43809;327032;8750;14,15;100
3209161;Tengah Tani;20393;19988;40381;36014;35180;71203;50434;327032;3989;5,6;100
3209010;Waled;26809;25850;52659;28382;27105;55488;39303;327032;13795;24,86;99,69
3209150;Weru;32934;31279;64213;24448;23625;48076;34053;327032;10834;22,54;100
3205130;Banjarwangi;28480;27620;56100;30178;29045;59223;40741;241068;18709;31,59;99,89
3205230;Banyuresmi;43018;41172;84190;46371;44043;90414;62198;241068;5796;6,41;100
3205150;Bayongbong;47249;45853;93102;51299;49411;100710;69280;241068;16340;16,22;100
3205290;Blubur Limbangan;38997;37533;76530;20551;39027;59592;40994;241068;10128;17;99,62
3205030;Bungbulang;30041;29618;59659;31687;31001;62688;43124;241068;8667;13,83;90,81
3205011;Caringin;15083;14483;29566;16195;15451;31646;21770;241068;2886;9,12;97,79
3205080;Cibalong;20555;20213;40768;22026;21520;43546;29956;241068;6840;15,71;94,96
3205260;Cibatu;34407;33391;67798;35998;34663;70661;48609;241068;6249;8,84;100
3205270;Cibiuk;15593;14775;30368;16372;15401;31773;21857;241068;3220;10,13;99,8
3205151;Cigedug;19533;18666;38199;21050;19965;41015;28215;241068;6360;15,51;100
3205111;Cihurip;9097;8796;17893;9582;9179;18761;12906;241068;3063;16,33;99,43
3205120;Cikajang;39574;38590;78164;43519;42137;85656;58925;241068;9934;11,6;99,12
3205060;Cikelet;20596;20332;40928;22603;22172;44775;30802;241068;5441;12,15;99,72
3205140;Cilawu;50534;49539;100073;53800;52370;106170;73037;241068;13761;12,96;97,96
3205010;Cisewu;16663;16313;32976;17227;16754;33982;23377;241068;2931;8,63;92,94
3205090;Cisompet;25066;24782;49848;25947;25483;51430;35380;241068;10311;20,05;99,97
3205160;Cisurupan;48450;46636;95086;52473;50164;102636;70606;241068;16508;16,08;99,84
3205190;Garut Kota;63775;62677;126452;66426;64811;131237;90281;241068;9539;7,27;100
3205280;Kadungora;44098;42408;86506;46911;44796;91707;63087;241068;8502;9,27;99,95
3205200;Karangpawitan;59172;57661;116833;64790;62654;127444;87671;241068;10481;8,22;99,89
3205221;Karangtengah;8010;8097;16107;8328;8378;16706;11492;241068;3196;19,13;99,33
3205261;Kersamanah;18215;17368;35583;19116;18109;37225;25608;241068;4028;10,82;100
3205240;Leles;38527;37529;76056;41303;39930;81232;55881;241068;7789;9,59;100
3205250;Leuwigoong;21012;20473;41485;21435;20717;42152;28997;241068;4522;10,73;99,11
3205310;Malangbong;60684;57987;118671;65428;62048;127475;87693;241068;23156;18,17;100
3205031;Mekarmukti;7834;7800;15634;8468;8378;16846;11589;241068;2491;14,79;100
3205050;Pakenjeng;33251;32501;65752;35741;34663;70404;48432;241068;13554;19,25;98,88
3205070;Pameungpeuk;19369;19483;38852;20861;20818;41680;28672;241068;3361;8,06;100
3205040;Pamulihan;8803;8767;17570;9248;9130;18378;12642;241068;2848;15,5;99,81
3205212;Pangatikan;19535;18937;38472;20882;20115;40997;28203;241068;5200;12,68;99,76
3205171;Pasirwangi;31671;30374;62045;33748;32155;65903;45336;241068;8889;13,49;100
3205100;Peundeuy;11419;10989;22408;11803;11287;23090;15884;241068;5413;23,44;99,86
3205170;Samarang;35945;35224;71169;38531;37472;76003;52284;241068;10766;14,17;100
3205300;Selaawi;18860;18307;37167;19626;18912;38537;26511;241068;3615;9,38;100
3205110;Singajaya;22770;22739;45509;24206;23978;48184;33147;241068;12973;26,92;100
3205211;Sucinaraja;13321;12724;26045;13789;13092;26881;18492;241068;2273;8,46;97,75
3205161;Sukaresmi;18770;18312;37082;20614;19965;40580;27916;241068;7816;19,26;99,97
3205220;Sukawening;24714;24975;49689;25911;25985;51897;35701;241068;5192;10;100
3205020;Talegong;15394;15321;30715;16018;15852;31870;21924;241068;3550;11,14;93,84
3205182;Tarogong Kaler;43025;41818;84843;47663;46000;93663;64433;241068;8519;9,1;100
3205181;Tarogong Kidul;54691;53501;108192;63201;61350;124550;85681;241068;7716;6,2;100
3205210;Wanaraja;21967;22069;44036;23598;23527;47125;32418;241068;3137;6,66;99,99
3212210;Anjatan;41468;39156;80624;447;4456;4906;3553;379088;12525;255,3;99,76
3212171;Arahan;16122;15183;31305;17532;17512;35045;25382;379088;4486;12,8;99,96
3212140;Balongan;19690;18228;37918;21013;20655;41669;30180;379088;5451;13,08;99,98
3212060;Bangodua;13767;13183;26950;14790;14992;29783;21571;379088;3794;12,74;100
3212200;Bongas;23468;22514;45982;25034;25492;50526;36595;379088;7025;13,9;100
3212161;Cantigi;11710;10755;22465;17498;16838;34337;24869;379088;6050;17,62;99,58
3212040;Cikedung;19429;19151;38580;20773;21621;42394;30705;379088;5061;11,94;100
3212030;Gabuswetan;27369;26495;53864;29363;30127;59491;43088;379088;9056;15,22;100
3212011;Gantar;30644;29929;60573;32866;33877;66745;48342;379088;9953;14,91;100
3212010;Haurgeulis;44935;42897;87832;48772;49281;98054;71018;379088;15392;15,7;99,89
3212150;Indramayu;54710;51680;106390;60212;59384;119597;86621;379088;17020;14,23;99,83
3212130;Jatibarang;35421;33154;68575;38215;37798;76014;55055;379088;6491;8,54;100
3212110;Juntinyuat;40213;35986;76199;43610;41072;84681;61332;379088;11878;14,03;99,38
3212190;Kandanghaur;43458;40975;84433;46704;46616;93321;67590;379088;13307;14,26;100
3212100;Karangampel;31695;29325;61020;34506;33505;68011;49259;379088;8569;12,6;100
3212101;Kedokan Bunder;22488;20890;43378;24306;23951;48257;34952;379088;5444;11,28;100
3212080;Kertasemaya;30474;29226;59700;32733;33163;65897;47727;379088;7003;10,63;99,9
3212090;Krangkeng;32257;30097;62354;34626;34275;68901;49903;379088;14268;20,71;99,61
3212020;Kroya;31043;29394;60437;33975;34323;68298;49467;379088;12275;17,97;100
3212050;Lelea;23591;23260;46851;25593;26392;51986;37652;379088;5705;10,97;99,72
3212170;Lohbener;27644;26072;53716;29511;29448;58960;42703;379088;6000;10,18;100
3212180;Losarang;28281;26591;54872;29234;28978;58212;42162;379088;8589;14,75;99,67
3212162;Pasekan;12197;11165;23362;132;1278;1411;1022;379088;5116;362,58;97,74
3212221;Patrol;27920;25875;53795;30217;2984;33183;24033;379088;9698;29,23;100
3212160;Sindang;25196;23990;49186;27181;27313;54495;39469;379088;6291;11,54;100
3212120;Sliyeg;30103;27571;57674;32329;31440;63769;46187;379088;6765;10,61;99,94
3212081;Sukagumiwang;18464;18341;36805;19744;20816;40561;29377;379088;3307;8,15;97,77
3212220;Sukra;22609;20367;42976;24212;23047;47258;34228;379088;6926;14,66;100
3212041;Terisi;27120;25396;52516;29308;2903;32193;23317;379088;8757;27,2;99,34
3212061;Tukdana;25714;24202;49916;27609;27513;55122;39924;379088;6726;12,2;99,76
3212070;Widasari;17440;16049;33489;18674;18152;36826;26672;379088;4194;11,39;99,7
3215071;Banyusari;26123;24889;51012;2914;26687;29618;21618;363105;8513;28,74;100
3215190;Batujaya;37938;37398;75336;42331;40099;82429;60165;363105;13241;16,06;99,88
3215020;Ciampel;19542;19798;39340;21805;21227;43033;31410;363105;4104;9,54;94,33
3215170;Cibuaya;25071;23589;48660;27974;25293;53266;38879;363105;12904;24,23;99,83
3215050;Cikampek;55007;52013;107020;61377;55770;117144;85504;363105;3312;2,83;98,5
3215082;Cilamaya Kulon;30935;28845;59780;34517;30928;65443;47767;363105;10294;15,73;100
3215081;Cilamaya Wetan;39103;36215;75318;43632;38831;82460;60188;363105;9508;11,53;99,54
3215161;Cilebar;20539;18882;39421;22917;20246;43162;31504;363105;9251;21,43;97,12
3215070;Jatisari;36971;35032;72003;41252;37562;78812;57525;363105;8103;10,28;99,12
3215151;Jayakerta;31295;28634;59929;3492;30702;34214;24973;363105;15741;46,01;100
3215113;Karawang Barat;79923;75548;155471;89177;81004;170177;124213;363105;11787;6,93;100
3215112;Karawang Timur;61643;56358;118001;68781;60428;129205;94307;363105;6537;5,06;99,88
3215040;Klari;79143;76193;155336;88308;81695;170000;124084;363105;3743;2,2;99,95
3215072;Kotabaru;61566;58144;119710;68695;62343;131036;95643;363105;4887;3,73;100
3215140;Kutawaluya;28123;25618;53741;31379;27469;58846;42952;363105;9873;16,78;92,18
3215090;Lemahabang;31307;29451;60758;34933;31578;66509;48545;363105;7126;10,71;99,9
3215111;Majalaya;22703;21313;44016;25332;22852;48182;35168;363105;3752;7,79;99,67
3215200;Pakisjaya;18459;18105;36564;20597;19412;40009;29202;363105;6029;15,07;100
3215010;Pangkalan;17934;17311;35245;20011;18562;38572;28154;363105;4772;12,37;91,25
3215160;Pedes;36389;33779;70168;40602;36219;76819;56070;363105;12997;16,92;100
3215051;Purwasari;32153;31121;63274;35876;33368;69244;50541;363105;3503;5,06;99,95
3215120;Rawamerta;25198;23459;48657;28116;25153;53268;38880;363105;6857;12,87;100
3215150;Rengasdengklok;53793;50701;104494;60022;54363;114383;83488;363105;14163;12,38;99,9
3215100;Talagasari;31225;28938;60163;34841;31028;65867;48076;363105;6617;10,05;98,48
3215011;Tegalwaru;17647;16507;34154;19691;17699;37389;27290;363105;4007;10,72;98,32
3215032;Telukjambe Barat;25322;23481;48803;28254;25177;53430;38998;363105;2736;5,12;100
3215031;Telukjambe Timur;66958;59658;126616;74712;63967;138673;101218;363105;2090;1,51;99,83
3215130;Tempuran;30374;28234;58608;33892;30273;64163;46833;363105;8780;13,68;96,35
3215180;Tirtajaya;31850;30069;61919;35538;32241;67778;49471;363105;14727;21,73;99,92
3215060;Tirtamulya;22658;21616;44274;25282;23177;48458;35370;363105;5077;10,48;99,98
3273180;Andir;48001;46360;94361;49451;49470;98908;75419;376311;4031;4,08;100
3273141;Antapani;36212;35794;72006;37308;38198;75484;57558;376311;2124;2,81;100
3273130;Arcamanik;33317;32290;65607;34508;34645;69142;52722;376311;3310;4,79;100
3273050;Astanaanyar;33484;33174;66658;34484;35385;69849;53261;376311;2652;3,8;100
3273020;Babakan Ciparay;73620;69583;143203;75720;74145;149865;114275;376311;13984;9,33;100
3273080;Bandung Kidul;28807;28591;57398;29629;30458;60069;45803;376311;2848;4,74;100
3273010;Bandung Kulon;69961;68683;138644;71957;73173;145095;110637;376311;11689;8,06;100
3273200;Bandung Wetan;14770;15037;29807;15254;16084;31324;23885;376311;591;1,89;100
3273160;Batununggal;59729;57206;116935;61537;61055;122581;93470;376311;4927;4,02;100
3273030;Bojongloa Kaler;60320;56898;117218;62041;60629;122672;93539;376311;10364;8,45;100
3273040;Bojongloa Kidul;43243;40357;83600;44450;42979;87437;66672;376311;6937;7,93;100
3273090;Buah Batu;46343;45797;92140;47722;48847;96542;73614;376311;4028;4,17;100
3273220;Cibeunying Kaler;35301;33506;68807;36339;35732;72069;54954;376311;1466;2,03;100
3273210;Cibeunying Kidul;53020;51555;104575;54581;54977;109538;83524;376311;3676;3,36;100
3273110;Cibiru;34367;33045;67412;35697;35556;71245;54325;376311;4543;6,38;100
3273190;Cicendo;48616;47875;96491;50082;51084;101140;77121;376311;3317;3,28;100
3273260;Cidadap;28748;27577;56325;29672;29486;59152;45105;376311;1495;2,53;100
3273121;Cinambo;12170;11592;23762;12625;12451;25074;19119;376311;982;3,92;100
3273230;Coblong;67042;60546;127588;69017;64588;133643;101905;376311;2946;2,2;100
3273101;Gedebage;17143;17156;34299;17859;18511;36356;27722;376311;1609;4,43;100
3273150;Kiaracondong;64189;63427;127616;66131;67685;133778;102008;376311;4968;3,71;100
3273070;Lengkong;34409;34898;69307;35390;3717;39506;30124;376311;1162;2,94;100
3273142;Mandalajati;30954;29871;60825;31976;31965;63932;48749;376311;3102;4,85;100
3273111;Panyileukan;19062;18629;37691;19796;20040;39828;30370;376311;817;2,05;100
3273100;Rancasari;36355;36051;72406;37704;38727;76407;58262;376311;3062;4,01;100
3273060;Regol;39721;39595;79316;40855;42179;83006;63294;376311;2841;3,42;100
3273240;Sukajadi;52662;52143;104805;54254;55640;109861;83771;376311;4009;3,65;100
3273250;Sukasari;39597;39614;79211;40793;42269;83032;63313;376311;1568;1,89;100
3273170;Sumur Bandung;17382;17064;34446;18027;18332;36349;27717;376311;431;1,19;100
3273120;Ujung Berung;36803;35611;72414;38172;38255;76415;58268;376311;4640;6,07;100
3279010;Banjar;25883;26566;52449;25686;26671;52358;40956;271017;3325;6,35;100
3279040;Langensari;23994;23901;47895;25801;25862;51664;40414;271017;3704;7,17;99,99
3279030;Pataruman;26944;27342;54286;27467;28163;55631;43516;271017;5314;9,55;100
3279020;Purwaharja;10210;10317;20527;10727;10860;21587;16886;271017;1077;4,99;100
3275030;Bantargebang;50658;45187;95845;58387;60918;119308;87407;497343;6830;5,72;100
3275060;Bekasi Barat;138549;134008;272557;163374;175376;338762;248182;497343;15187;4,48;100
3275050;Bekasi Selatan;102235;101419;203654;117693;128071;245773;180057;497343;10266;4,18;100
3275040;Bekasi Timur;126418;120939;247357;158532;170553;329096;241101;497343;16391;4,98;100
3275070;Bekasi Utara;156699;151894;308593;191912;20567;212364;155581;497343;19415;9,14;100
3275020;Jatiasih;100746;97698;198444;122968;132147;255124;186908;497343;18239;7,15;100
3275011;Jatisampurna;52104;51611;103715;6243;66801;73086;53544;497343;7131;9,76;100
3275061;Medan Satria;81672;79490;161162;91129;97700;188836;138344;497343;8438;4,47;100
3275031;Mustikajaya;80915;78858;159773;96485;103771;200263;146716;497343;13915;6,95;100
3275010;Pondokgede;124249;122254;246503;160221;170094;330325;242001;497343;12146;3,68;100
3275012;Pondokmelati;65048;63886;128934;72438;77946;150390;110178;497343;8191;5,45;100
3275041;Rawalumbu;104327;104007;208334;129925;139134;269068;197124;497343;10791;4,01;100
3271050;Bogor Barat;107465;103619;211084;117980;114443;232423;173511;392405;15833;6,81;100
3271010;Bogor Selatan;93442;87950;181392;100723;95868;196590;146760;392405;22918;11,66;100
3271040;Bogor Tengah;51296;50102;101398;52715;51629;104344;77896;392405;7256;6,95;100
3271020;Bogor Timur;48350;46748;95098;52186;51109;103295;77113;392405;7302;7,07;100
3271030;Bogor Utara;86962;83481;170443;96102;93220;189322;141335;392405;12859;6,79;100
3271060;Tanah Sereal;97276;93643;190919;112180;108817;220997;164981;392405;12982;5,87;100
3277010;Cimahi Selatan;116468;114155;230623;125904;128241;254148;190512;386513;14728;5,8;100
3277020;Cimahi Tengah;82824;80246;163070;87991;82781;170770;128011;386513;7714;4,52;100
3277030;Cimahi Utara;74832;72652;147484;81742;79419;161162;120809;386513;11648;7,23;100
3274010;Harjamukti;51583;50575;102158;53515;52380;105895;78327;358654;13243;12,51;100
3274050;Kejaksan;20682;21618;42300;21459;22390;43849;32434;358654;3469;7,91;100
3274040;Kesambi;35197;34996;70193;36516;36240;72756;53815;358654;4570;6,28;100
3274020;Lemahwungkuk;26890;25921;52811;27897;26844;54741;40490;358654;7350;13,43;100
3274030;Pekalipan;14248;14679;28927;14781;15205;29987;22180;358654;3108;10,36;100
3276050;Beji;84460;81443;165903;101803;98995;200798;149073;496747;3620;1,8;100
3276011;Bojongsari;50924;48811;99735;61380;59331;120711;89616;496747;4192;3,47;100
3276031;Cilodong;63493;61521;125014;76530;74777;151307;112331;496747;3144;2,08;100
3276040;Cimanggis;123014;118965;241979;148271;144601;292872;217429;496747;3912;1,34;100
3276061;Cinere;53940;53521;107461;65016;65045;130063;96559;496747;1101;0,85;100
3276021;Cipayung;65351;62566;127917;78769;76052;154821;114939;496747;6381;4,12;100
3276060;Limo;44762;43191;87953;53952;52498;106451;79029;496747;2833;2,66;100
3276020;Pancoran Mas;106492;104022;210514;128357;126431;254790;189157;496747;6256;2,46;99,99
3276010;Sawangan;63250;60321;123571;76239;73324;149562;111036;496747;6221;4,16;100
3276030;Sukma Jaya;115884;116424;232308;139678;141487;281169;208740;496747;4057;1,44;100
3276041;Tapos;109246;106969;216215;131678;130012;261691;194280;496747;8253;3,15;100
3272010;Baros;15077;14459;29536;16018;15689;31707;23306;421908;3116;9,83;100
3272012;Cibeureum;17793;16926;34719;20806;19837;40643;29875;421908;4151;10,21;100
3272050;Cikole;28276;28499;56775;28511;29074;57586;42329;421908;4282;7,44;100
3272020;Citamiang;24077;23503;47580;24869;24436;49305;36242;421908;3842;7,79;100
3272040;Gunung Puyuh;22353;21269;43622;24093;23007;47100;34621;421908;3134;6,65;100
3272011;Lembursitu;17120;16599;33719;18240;18109;36350;26719;421908;3402;9,36;99,51
3272030;Warudoyong;27384;25346;52730;28629;26500;55128;40522;421908;5913;10,73;99,99
3278071;Bungursari;22917;22816;45733;23660;23731;47392;34368;367673;7895;16,66;100
3278030;Cibeureum;30993;30248;61241;31803;31314;63117;45772;367673;10873;17,23;100
3278050;Cihideung;36255;35271;71526;37262;36608;73871;53571;367673;6445;8,72;100
3278080;Cipedes;37934;37018;74952;38976;38412;77389;56122;367673;9631;12,44;100
3278070;Indihiang;23969;23585;47554;24719;24477;49196;35676;367673;6418;13,05;100
3278010;Kawalu;43300;41630;84930;44635;43263;87898;63743;367673;18112;20,61;94,03
3278060;Mangkubumi;43233;41960;85193;44610;43660;88271;64013;367673;15801;17,9;99,22
3278031;Purbaratu;19391;18739;38130;19805;19404;39210;28434;367673;9080;23,16;100
3278020;Tamansari;32005;31068;63073;33140;32408;65548;47535;367673;18553;28,3;100
3278040;Tawang;31463;31669;63132;32318;32707;65027;47157;367673;3971;6,11;100
3208100;Ciawigebang;40995;39764;80759;41771;40460;82231;61041;276154;21078;25,63;99,96
3208071;Cibeureum;9276;9373;18649;9452;9538;18990;14096;276154;2181;11,48;100
3208070;Cibingbin;18309;18194;36503;18656;18512;37168;27590;276154;6406;17,24;93,16
3208090;Cidahu;20091;19714;39805;20472;20059;40531;30086;276154;11934;29,44;98,91
3208171;Cigandamekar;13768;13764;27532;14028;14005;28033;20809;276154;3202;11,42;100
3208140;Cigugur;21731;20656;42387;22142;21017;43159;32037;276154;3941;9,13;100
3208051;Cilebak;5352;5490;10842;5453;5586;11039;8194;276154;776;7,03;99,89
3208170;Cilimus;22103;22502;44605;22521;22897;45419;33715;276154;2192;4,83;99,98
3208081;Cimahi;17834;17756;35590;18172;18066;36239;26900;276154;7224;19,93;99,98
3208030;Ciniru;8951;8737;17688;9121;8889;18010;13369;276154;2960;16,44;100
3208101;Cipicung;13191;12819;26010;13440;13043;26484;19659;276154;6322;23,87;100
3208060;Ciwaru;15233;14919;30152;15521;15181;30702;22790;276154;5218;17;99,99
3208010;Darma;22519;22625;45144;22945;23021;45966;34121;276154;8257;17,96;99,99
3208120;Garawangi;20041;19230;39271;20421;19566;39987;29682;276154;5882;14,71;100
3208031;Hantara;6497;6334;12831;6620;6445;13064;9698;276154;1868;14,3;98,97
3208160;Jalaksana;21824;21395;43219;22237;21770;44007;32667;276154;2265;5,15;99,99
3208161;Japara;9021;9329;18350;9191;9493;18684;13870;276154;1831;9,8;99,98
3208020;Kadugede;12083;12044;24127;12311;12256;24567;18236;276154;1708;6,95;100
3208091;Kalimanggis;11609;11645;23254;11828;11848;23677;17576;276154;7864;33,21;100
3208061;Karangkancana;10551;10027;20578;10751;10203;20953;15554;276154;4356;20,79;99,93
3208150;Kramatmulya;23090;22898;45988;23527;23299;46826;34760;276154;3218;6,87;100
3208130;Kuningan;46427;44943;91370;47307;45728;93034;69060;276154;4260;4,58;99,99
3208110;Lebakwangi;19692;19591;39283;20064;19935;40000;29692;276154;4946;12,37;100
3208080;Luragung;18590;18745;37335;18942;19073;38015;28219;276154;4127;10,86;100
3208111;Maleber;20573;20206;40779;20963;20560;41523;30823;276154;6781;16,33;99,03
3208180;Mandirancan;9914;10479;20393;10102;10663;20766;15414;276154;1412;6,8;99,82
