BPS_ID#;KECAMATAN NAME;2010_male;2010_female;2010_total;2015_male;2015_female;2015_total;2015_adult;poverty_rupiah;poverty_people;poverty_percent;electricty_percent
1107062;Arongan Lambalek;5459;5150;10609;5972;5716;11688;8332;424227;4296;36,76;91,18
1107061;Bubon;3289;3256;6545;3600;3593;7194;5128;424227;1830;25,44;93,84
1107050;Johan Pahlawan;28457;27593;56050;31429;30724;62153;44306;424227;3470;5,58;99,27
1107080;Kaway Xvi;9582;9171;18753;10716;10488;21205;15116;424227;6240;29,43;95,16
1107081;Meureubo;13608;12902;26510;15051;14543;29594;21096;424227;4765;16,1;98,31
1107082;Pantai Ceuremen;4789;4846;9635;5784;5575;11358;8097;424227;4343;38,24;88,47
1107083;Panton Reu;2861;2810;5671;3141;3108;6249;4455;424227;2707;43,32;94,26
1107060;Samatiga;6737;6585;13322;7482;7387;14869;10600;424227;2212;14,88;98,11
1107090;Sungai Mas;1711;1683;3394;1874;1845;3719;2651;424227;1289;34,66;86,34
1107070;Woyla;6029;6044;12073;6650;6648;13298;9480;424227;5275;39,67;88,51
1107071;Woyla Barat;3477;3381;6858;3819;3767;7586;5408;424227;2962;39,05;79,75
1107072;Woyla Timur;2091;2047;4138;2274;2271;4545;3240;424227;1745;38,39;87,93
1112060;Babah Rot;8356;8063;16419;9259;8982;18241;12688;292323;3544;19,43;87,46
1112030;Blangpidie;9967;10117;20084;11080;11328;22408;15587;292323;1708;7,62;99,07
1112031;Jeumpa;4693;4788;9481;5213;5356;10569;7352;292323;2320;21,95;97,39
1112050;Kualabatee;8839;8901;17740;9832;9960;19792;13768;292323;3552;17,95;95,61
1112011;Lembah Sabil;4793;4978;9771;5321;5572;10892;7577;292323;1842;16,91;96,3
1112010;Manggeng;6227;6443;12670;6917;7205;14122;9823;292323;2895;20,5;95,84
1112021;Setia;3786;3675;7461;4194;4101;8295;5770;292323;2085;25,14;90,53
1112040;Susoh;10404;10497;20901;11564;11763;23327;16227;292323;3741;16,04;98,51
1112020;Tangantangan;5635;5874;11509;6252;6551;12803;8906;292323;4243;33,14;89,58
1108061;Baitussalam;9147;7443;16590;1068;8968;10045;7072;366676;1796;17,88;100
1108081;Blang Bintang;5455;5268;10723;6586;6242;12827;9030;366676;2284;17,81;96,97
1108110;Darul Imarah;23663;22734;46397;28171;27181;55354;38967;366676;3520;6,36;99,73
1108111;Darul Kamal;3429;3337;6766;412;3911;4326;3046;366676;1242;28,71;99,44
1108060;Darussalam;11083;11550;22633;13506;13404;26911;18944;366676;1744;6,48;99,98
1108030;Indrapuri;10125;9850;19975;11883;11735;23618;16626;366676;4227;17,9;93,77
1108090;Ingin Jaya;14328;13736;28064;16878;16412;33291;23436;366676;4014;12,06;98,75
1108041;Kota Jantho;4428;4015;8443;5296;4729;10025;7057;366676;2722;27,15;100
1108091;Krueng Barona Jaya;7476;6620;14096;8601;8175;16776;11810;366676;2172;12,95;99,45
1108070;Kuta Baro;11859;11682;23541;13935;13956;27892;19635;366676;5583;20,02;99,67
1108031;Kuta Cot Glie;6230;6158;12388;7410;7241;14651;10314;366676;4091;27,92;92,77
1108101;Kuta Malaka;2961;2930;5891;3552;3438;6990;4921;366676;1214;17,37;95,16
1108042;Lembah Seulawah;5675;5078;10753;6743;6005;12748;8974;366676;3145;24,67;94,46
1108021;Leupung;1332;1221;2553;1603;1436;3038;2139;366676;660;21,72;98,62
1108020;Lhoknga;7795;7079;14874;9111;848;9951;7005;366676;1282;12,88;99,28
1108010;Lhoong;4918;4175;9093;5830;495;6320;4449;366676;3254;51,49;98,96
1108050;Mesjid Raya;10747;10117;20864;12608;12149;24757;17428;366676;4231;17,09;96,7
1108080;Montasik;8967;8765;17732;10701;10305;21007;14788;366676;3874;18,44;97,87
1108120;Peukan Bada;8146;7316;15462;9825;8695;18520;13037;366676;1154;6,23;99,65
1108130;Pulo Aceh;2054;1742;3796;2423;2068;4491;3162;366676;1765;39,3;99,73
1108040;Seulimeum;11160;10359;21519;13119;12505;25625;18039;366676;6243;24,36;91,75
1108102;Simpang Tiga;2669;2691;5360;3215;3087;6301;4436;366676;496;7,87;99,65
1108100;Suka Makmur;6928;6977;13905;8286;8156;16443;11575;366676;1557;9,47;99,15
1116051;DARUL HIKMAH;NA;NA;NA;3379;3055;6434;4515;316304;2303;35,79;86,87
1116061;INDRA JAYA;NA;NA;NA;3460;2989;6450;4526;316304;465;7,21;97,6
1116060;Jaya;10169;9259;19428;8091;7580;15671;10998;316304;4901;31,27;97,71
1116030;Krueng Sabee;7566;6681;14247;8412;7271;15684;11008;316304;571;3,64;97,89
1116020;Panga;3288;3258;6546;3701;3641;7342;5153;316304;1257;17,12;94,11
1116011;PASIE RAYA;NA;NA;NA;3250;3252;6501;4563;316304;1070;16,46;90,83
1116050;Sampoiniet;6315;5644;11959;3732;3263;6995;4909;316304;1888;26,99;95,84
1116040;Setia Bakti;3917;3595;7512;4409;4024;8433;5919;316304;839;9,95;93,12
1116010;Teunom;8624;8466;17090;6460;6263;12722;8929;316304;557;4,38;97,2
1103020;Bakongan;5416;5497;10913;2798;2893;5691;3964;288619;387;6,8;95,22
1103021;Bakongan Timur;2613;2595;5208;2726;2818;5545;3862;288619;1726;31,13;89,83
1103030;Kluet Selatan;6086;6373;12459;6569;6793;13362;9307;288619;2159;16,16;90,09
1103042;Kluet Tengah;3060;3060;6120;3424;3540;6964;4851;288619;1103;15,84;92,25
1103031;Kluet Timur;4240;4331;8571;4706;4866;9572;6667;288619;1414;14,77;86,95
1103040;Kluet Utara;10911;11240;22151;12096;12509;24605;17138;288619;3326;13,52;91,24
1103022;KOTA BAHAGIA;NA;NA;NA;3207;3317;6524;4544;288619;2501;38,34;80,1
1103090;Labuhan Haji;5685;6138;11823;6397;6615;13013;9064;288619;642;4,93;99,29
1103092;Labuhan Haji Barat;7730;7765;15495;8689;8985;17674;12310;288619;2597;14,69;96,16
1103091;Labuhan Haji Timur;4441;4696;9137;5074;5247;10321;7189;288619;1263;12,24;93,16
1103080;Meukek;8946;9315;18261;9539;9865;19404;13515;288619;2670;13,76;92,73
1103041;Pasieraja;7791;7709;15500;8620;8915;17535;12214;288619;3001;17,11;98,18
1103060;Samadua;6994;7446;14440;7973;8245;16218;11296;288619;587;3,62;98,54
1103070;Sawang;6819;6860;13679;7541;7799;15340;10685;288619;1097;7,15;99,18
1103050;Tapaktuan;10901;11639;22540;11633;12030;23664;16482;288619;397;1,68;99,47
1103010;Trumon;2875;2739;5614;2339;2419;4758;3314;288619;1442;30,31;79,77
1103012;TRUMON TENGAH;NA;NA;NA;2704;2797;5502;3832;288619;969;17,61;93,72
1103011;Trumon Timur;5218;5122;10340;4338;4485;8823;6145;288619;2330;26,41;92,88
1102032;Danau Paris;3489;3133;6622;3875;3509;7384;4818;351409;1975;26,75;93,36
1102031;Gunung Meriah;15482;15148;30630;17194;16966;34161;22291;351409;4143;12,13;99,34
1102043;Kota Baharu;2826;2894;5720;3138;3241;6379;4163;351409;1520;23,83;93,98
1102022;Kuala Baru;1079;1094;2173;1198;1226;2424;1582;351409;765;31,56;93,72
1102010;Pulau Banyak;3389;3181;6570;2255;2111;4367;2849;351409;1437;32,91;98,39
1102011;PULAU BANYAK BARAT;NA;NA;NA;1508;1451;2959;1931;351409;1285;43,43;68,25
1102030;Simpang Kanan;6309;6407;12716;7007;7176;14183;9255;351409;3754;26,47;93,02
1102020;Singkil;8037;8255;16292;8926;9246;18172;11857;351409;3696;20,34;99,1
1102021;Singkil Utara;4567;4351;8918;5072;4873;9945;6490;351409;2199;22,11;98,09
1102042;Singkohor;2752;2557;5309;3056;2864;5920;3863;351409;680;11,49;93,7
1102033;Suro Makmur;3842;3717;7559;4267;4163;8430;5501;351409;3386;40,17;96,17
1114061;Banda Mulia;5430;5214;10644;5906;5737;11643;7829;343246;1907;16,38;99,9
1114011;Bandar Pusaka;5933;5665;11598;6414;6227;12641;8500;343246;3448;27,28;96,29
1114060;Bendahara;9309;9242;18551;10300;10127;20428;13736;343246;3675;17,99;99,24
1114070;Karang Baru;18310;17916;36226;20150;19890;40041;26924;343246;4743;11,85;99,43
1114020;Kejuruan Muda;16051;15712;31763;17675;17576;35251;23704;343246;3594;10,2;99,15
1114040;Kota Kuala Simpang;9048;8982;18030;10092;9949;20040;13476;343246;959;4,79;99,58
1114080;Manyak Payed;14607;14321;28928;16051;15732;31783;21372;343246;8344;26,25;97,92
1114030;Rantau;16501;16349;32850;18288;18139;36427;24495;343246;2419;6,64;98,8
1114071;Sekerak;3070;2959;6029;3325;3294;6619;4450;343246;1775;26,82;97,48
1114050;Seuruway;11813;11814;23627;13122;13058;26181;17605;343246;4622;17,65;98,38
1114010;Tamiang Hulu;8840;8513;17353;9638;9429;19067;12821;343246;1915;10,04;99,84
1114021;Tenggulun;8443;7872;16315;9050;8682;17732;11924;343246;2978;16,79;92,83
1106011;Atu Lintang;2990;2813;5803;3326;3143;6469;4356;380858;1916;29,62;86,25
1106050;Bebesen;17066;17276;34342;19058;19377;38436;25882;380858;2901;7,55;99,35
1106041;Bies;3153;3261;6414;3484;3619;7103;4783;380858;631;8,88;95,91
1106020;Bintang;4318;4186;8504;4793;4668;9461;6371;380858;2601;27,49;91,24
1106062;Celala;4295;4072;8367;4746;4520;9266;6239;380858;3860;41,66;91,6
1106888;Danau;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1106012;Jagong Jeget;4571;4300;8871;5099;4819;9917;6678;380858;1192;12,02;97,33
1106032;Kebayakan;6953;7088;14041;7770;7956;15726;10590;380858;1198;7,62;98,28
1106061;Ketol;5845;5497;11342;6493;6134;12626;8502;380858;2101;16,64;90,73
1106051;Kute Panang;3553;3262;6815;3927;3623;7550;5084;380858;1530;20,26;95,83
1106010;Linge;4455;4302;8757;4958;4812;9769;6579;380858;2670;27,33;89,87
1106031;Lut Tawar;8970;8990;17960;10026;10092;20118;13547;380858;1946;9,67;94,39
1106040;Pegasing;9035;8605;17640;9998;9564;19562;13173;380858;4683;23,94;93,44
1106063;Rusip Antara;3237;2892;6129;3593;3225;6818;4591;380858;2826;41,45;89,94
1106060;Silih Nara;10352;10190;20542;11531;11402;22934;15443;380858;4203;18,33;93,54
1104021;Babul Makmur;6183;6397;12580;6697;7458;14155;9612;212025;2251;15,9;96,81
1104011;Babul Rahman;3694;3745;7439;4011;4460;8471;5753;212025;752;8,88;87,02
1104040;Babussalam;12468;12555;25023;13588;13923;27510;18682;212025;1563;5,68;95,85
1104050;Badar;6143;5976;12119;7241;7254;14495;9844;212025;1512;10,43;98,19
1104030;Bambel;7461;7629;15090;8035;8002;16037;10891;212025;1991;12,42;97,96
1104031;Bukit Tusam;4577;4661;9238;4346;4181;8527;5791;212025;1049;12,3;94,56
1104051;Darul Hasanah;5832;5656;11488;6241;6892;13133;8919;212025;4679;35,63;92,24
1104053;Deleng Pokhisen;3493;3552;7045;3876;3642;7519;5106;212025;1635;21,74;98,47
1104052;Ketambe;4757;4516;9273;5207;4342;9549;6485;212025;1843;19,3;92,03
1104023;Lauser;2548;2328;4876;3428;3673;7102;4823;212025;1193;16,8;47,32
1104010;Lawe Alas;6494;6516;13010;8462;9013;17475;11867;212025;3422;19,58;90,81
1104041;Lawe Bulan;6745;6681;13426;6632;6297;12930;8781;212025;2047;15,83;97,76
1104020;Lawe Sigala Gala;8607;8822;17429;9428;9297;18726;12717;212025;2735;14,61;98,88
1104032;Lawe Sumur;3280;3416;6696;3840;3685;7526;5111;212025;735;9,77;97,78
1104022;Semadam;5306;5396;10702;6078;5776;11854;8050;212025;2136;18,02;94,61
1104012;Tanoh Alas;1826;1750;3576;2275;2383;4658;3163;212025;599;12,86;88,14
1105132;Banda Alam;3672;3624;7296;4203;4163;8366;5459;328048;2154;25,75;89,59
1105090;Birem Bayeun;13037;12293;25330;14492;13712;28205;18404;328048;2580;9,15;97,5
1105140;Darul Aman;8477;8566;17043;9486;9619;19105;12466;328048;3833;20,06;94,45
1105151;Darul Falah;1423;1479;2902;1584;1653;3237;2112;328048;519;16,03;92,96
1105134;Darul Ihsan;2738;2709;5447;3101;3079;6180;4033;328048;1220;19,74;95,56
1105130;Idi Rayeuk;16584;16552;33136;18292;18324;36616;23892;328048;4227;11,54;98,28
1105135;Idi Timur;2552;2658;5210;2864;2996;5860;3824;328048;873;14,9;95,33
1105133;Idi Tunong;4409;4486;8895;4891;4993;9884;6449;328048;2144;21,69;86,31
1105161;Indra Makmur;8083;7689;15772;8987;8581;17569;11463;328048;1910;10,87;98,05
1105160;Julok;11782;12102;23884;12917;13315;26231;17116;328048;3313;12,63;93,57
1105181;Madat;11331;11887;23218;12562;13227;25789;16827;328048;4536;17,59;91,27
1105150;Nurussalam;7552;7756;15308;8318;8575;16894;11023;328048;2881;17,05;90,38
1105170;Pante Bidari;10639;10851;21490;11831;12111;23942;15622;328048;3880;16,21;88,56
1105131;Peudawa;5180;5094;10274;5822;5749;11571;7550;328048;2211;19,11;97,49
1105082;Peunaron;4289;3917;8206;4904;4496;9399;6133;328048;931;9,91;92,84
1105110;Peureulak;19846;19845;39691;22118;22194;44312;28913;328048;7259;16,38;95,38
1105112;Peureulak Barat;6705;6928;13633;7556;7835;15391;10043;328048;3584;23,29;94,67
1105111;Peureulak Timur;6297;6304;12601;7032;7069;14101;9201;328048;2121;15,04;96,17
1105120;Rantau Peureulak;11143;10802;21945;12505;12167;24672;16098;328048;3316;13,44;97,08
1105100;Rantau Selamat;5724;5499;11223;6495;6264;12759;8325;328048;2225;17,44;87,78
1105080;Serba Jadi;2854;2912;5766;3180;3197;6377;4161;328048;1659;26,02;77,65
1105081;Simpang Jernih;1702;1695;3397;1918;1917;3835;2502;328048;1280;33,38;70,07
1105180;Simpang Ulim;8942;9194;18136;9796;10111;19907;12989;328048;2487;12,49;92,58
1105101;Sungai Raya;5436;5236;10672;6146;5942;12088;7887;328048;2337;19,33;91,8
1111100;Baktiya;15971;16494;32465;17675;18377;36051;24396;280683;8731;24,22;95,77
1111101;Baktiya Barat;8414;8529;16943;9228;9417;18646;12618;280683;3820;20,49;94,57
1111022;Banda Baro;3541;3836;7377;3816;4162;7977;5398;280683;1757;22,03;91,98
1111070;Cot Girek;9158;9184;18342;10043;10138;20181;13657;280683;2492;12,35;97,7
1111170;Dewantara;21778;21664;43442;24118;24153;48271;32665;280683;2377;4,92;97,43
1111041;Geurudong Pase;2243;2205;4448;2460;2436;4896;3313;280683;1055;21,55;87,24
1111030;Kuta Makmur;10846;11182;22028;11793;12238;24031;16262;280683;5044;20,99;94,08
1111081;Langkahan;10667;10271;20938;11589;11237;22827;15447;280683;5650;24,75;80,02
1111151;Lapang;3902;4007;7909;4272;4414;8686;5878;280683;969;11,16;100
1111110;Lhoksukon;21883;22115;43998;24246;24668;48913;33100;280683;10177;20,81;95,24
1111060;Matangkuli;8113;8311;16424;8898;9177;18074;12231;280683;2664;14,74;95,67
1111050;Meurah Mulia;8534;9078;17612;9289;9947;19236;13017;280683;3982;20,7;93,89
1111160;Muara Batu;12063;12322;24385;13352;13732;27084;18328;280683;3857;14,24;95,96
1111121;Nibong;4409;4638;9047;4831;5116;9947;6731;280683;2355;23,68;96
1111020;Nisam;8469;8646;17115;9142;9397;18539;12545;280683;4549;24,54;85,06
1111021;Nisam Antara;5969;6127;12096;6494;6713;13207;8937;280683;4133;31,29;80,56
1111061;Paya Bakong;6302;6388;12690;6855;6995;13850;9372;280683;5241;37,84;82,74
1111062;Pirak Timu;3647;3766;7413;3968;4122;8090;5474;280683;2583;31,93;88,65
1111130;Samudera;12121;12268;24389;13373;13625;26998;18270;280683;4469;16,55;99,12
1111010;Sawang;16456;17292;33748;18046;19089;37135;25129;280683;8909;23,99;88,69
1111090;Seunudon;11610;11657;23267;12559;12692;25252;17088;280683;5752;22,78;89,35
1111031;Simpang Keuramat;4395;4315;8710;4774;4717;9491;6423;280683;2219;23,38;89,7
1111140;Syamtalira Aron;8077;8379;16456;8856;9251;18107;12253;280683;1870;10,33;96,5
1111040;Syamtalira Bayu;9455;9500;18955;10185;10301;20486;13863;280683;3725;18,18;92,97
1111080;Tanah Jambo Aye;19336;19805;39141;21434;22102;43535;29460;280683;7737;17,77;94,95
1111120;Tanah Luas;10943;11094;22037;12032;12279;24311;16451;280683;3401;13,99;95,53
1111150;Tanah Pasir;4049;4327;8376;4370;4699;9069;6137;280683;1922;21,19;90,45
1117050;Bandar;13085;12846;25931;11630;11563;23193;15881;338719;5425;23,39;97,56
1117051;BENER KELIPAH;NA;NA;NA;2169;2129;4299;2944;338719;405;9,42;93,45
1117030;Bukit;10931;10850;21781;12516;12493;25008;17124;338719;2267;9,07;96,89
1117011;GAJAH PUTIH;NA;NA;NA;4261;4123;8384;5741;338719;972;11,59;90,47
1117061;MESIDAH;NA;NA;NA;1838;1647;3486;2387;338719;2105;60,38;72,34
1117070;Permata;7479;7230;14709;8638;8385;17023;11657;338719;1741;10,23;93,38
1117020;Pintu Rime Gayo;5220;4935;10155;6133;5812;11946;8180;338719;5870;49,14;80,19
1117060;Syiah Utama;2361;2164;4525;761;687;1448;992;338719;6153;424,93;56,17
1117010;Timang Gajah;12828;12487;25315;9346;9267;18612;12745;338719;1943;10,44;93,89
1117040;Wih Pesam;10155;9706;19861;11741;11446;23187;15878;338719;2429;10,48;96,92
1110100;Gandapura;9944;10937;20881;14931;15121;30053;21157;301027;3917;13,03;95,11
1110070;Jangka;12470;13228;25698;13478;14536;28013;19720;301027;4841;17,28;95,61
1110060;Jeumpa;16154;16035;32189;17782;17735;35519;25005;301027;6693;18,84;97,16
1110030;Jeunieb;10956;11353;22309;12003;12657;24660;17360;301027;5460;22,14;87,68
1110050;Juli;14263;14475;28738;15642;16039;31682;22303;301027;6686;21,1;88,99
1110061;Kota Juang;22354;22250;44604;24299;24541;48842;34384;301027;2742;5,61;99,81
1110062;Kuala;7772;8397;16169;8421;9219;17638;12417;301027;2426;13,75;97,67
1110101;Kuta Blang;9767;10438;20205;10585;11455;22039;15515;301027;3051;13,84;95,76
1110090;Makmur;6674;7213;13887;7283;7882;15164;10675;301027;4294;28,32;91,72
1110020;Pandrah;3734;3935;7669;4076;4295;8371;5893;301027;2025;24,19;94,2
1110040;Peudada;11719;12277;23996;12737;13548;26284;18503;301027;6169;23,47;91,45
1110031;Peulimbang;4942;5301;10243;5407;5922;11329;7975;301027;3186;28,12;96,32
1110080;Peusangan;23015;24479;47494;24915;27022;51933;36560;301027;4849;9,34;97,94
1110081;Peusangan Selatan;6346;6734;13080;6943;7475;14418;10150;301027;3367;23,35;97,24
1110082;Peusangan Siblah Krueng;5063;5384;10447;5528;5973;11500;8096;301027;2847;24,76;86,44
1110010;Samalanga;13590;13619;27209;14931;15121;30053;21157;301027;4073;13,55;97,77
1110011;Simpang Mamplam;12256;12214;24470;13494;13561;27057;19047;301027;6515;24,08;95,37
1113011;Blang Jerango;3121;3258;6379;3431;3603;7034;4608;286882;1188;16,89;91,89
1113023;Blang Pegayon;2548;2551;5099;2801;2823;5624;3684;286882;2086;37,09;94,27
1113020;Blangkejeren;12121;12313;24434;13324;13619;26943;17650;286882;1482;5,5;97,96
1113022;Dabun Gelang;2608;2669;5277;2867;2951;5818;3811;286882;1513;26,01;95,93
1113010;Kutapanjang;3634;3696;7330;3996;4087;8083;5295;286882;938;11,6;95,28
1113041;Pantan Cuaca;1784;1697;3481;1960;1877;3837;2514;286882;541;14,1;92,42
1113030;Pining;2164;2156;4320;2379;2386;4765;3121;286882;2536;53,22;95,32
1113021;Putri Betung;3392;3215;6607;3729;3555;7284;4772;286882;4168;57,22;99,65
1113040;Rikit Gaib;1825;1945;3770;2009;2153;4162;2726;286882;231;5,55;94,92
1113050;Terangun;3943;4010;7953;4333;4434;8767;5743;286882;3246;37,03;87,66
1113051;Tripe Jaya;2446;2464;4910;2687;2724;5412;3545;286882;1391;25,7;96,66
1171020;Baiturrahman;15618;14759;30377;18056;17245;35302;26637;523444;2966;8,4;99,97
1171012;Banda Raya;10559;10332;20891;11523;11471;22994;17350;523444;1816;7,9;100
1171011;Jaya Baru;11195;10836;22031;12655;11863;24519;18501;523444;1321;5,39;100
1171030;Kuta Alam;22094;20123;42217;25830;23789;49620;37441;523444;2110;4,25;100
1171031;Kuta Raja;5544;4889;10433;6882;5967;12850;9696;523444;1951;15,18;100
1171021;Lueng Bata;12095;11497;23592;12618;11999;24617;18575;523444;2318;9,42;100
1171010;Meuraxa;8927;7557;16484;10073;8933;19007;14342;523444;1413;7,43;100
1171040;Syiah Kuala;17469;17381;34850;18254;17501;35755;26979;523444;2153;6,02;99,8
1171041;Ulee Kareng;11596;10975;22571;12813;12393;25206;19020;523444;3253;12,91;100
1173020;Langsa Barat;15385;15198;30583;17115;17075;34190;23533;307260;6971;20,39;99,76
1173021;Langsa Baro;20832;20972;41804;23161;23381;46542;32035;307260;3718;7,99;99,89
1173030;Langsa Kota;17736;18127;35863;19802;20347;40149;27634;307260;3950;9,84;100
1173011;Langsa Lama;13163;13714;26877;14547;15080;29627;20392;307260;2141;7,23;99,61
1173010;Langsa Timur;6880;6938;13818;7500;7597;15097;10391;307260;2441;16,17;97,7
1174030;Banda Sakti;36856;36686;73542;39929;39996;79925;54672;303155;6548;8,19;99,86
1174010;Blang Mangat;10836;10853;21689;12927;13029;25956;17755;303155;5376;20,71;98,52
1174020;Muara Dua;21929;22280;44209;25759;26337;52095;35636;303155;4071;7,81;99,94
1174021;Muara Satu;15815;15908;31723;16452;16654;33106;22646;303155;7156;21,62;99,6
1172010;Sukajaya;7937;7605;15542;8499;8305;16805;11665;475111;3069;18,26;99,88
1172020;Sukakarya;7663;7448;15111;8285;8073;16358;11355;475111;2791;17,06;99,5
1175050;Longkib;2269;2171;4440;2531;2411;4942;2936;244628;1029;20,82;99,86
1175020;Penanggalan;5856;5623;11479;6530;6246;12775;7591;244628;1232;9,64;94,82
1175030;Rundeng;5570;5424;10994;6213;6023;12235;7270;244628;5295;43,28;97,06
1175010;Simpang Kiri;13854;13719;27573;15449;15235;30685;18232;244628;4244;13,83;99,86
1175040;Sultan Daulat;6515;6445;12960;7266;7157;14424;8570;244628;3450;23,92;96,41
1115030;Beutong;7157;7071;14228;6954;6938;13892;9748;361359;2990;21,52;94,01
1115031;BEUTONG ATEUH BANGGALANG;NA;NA;NA;953;907;1860;1305;361359;480;25,81;98,96
1115010;Darul Makmur;23963;22991;46954;22135;21101;43237;30340;361359;12736;29,46;97,84
1115020;Kuala;9404;9136;18540;10411;10147;20558;14426;361359;2614;12,72;98,27
1115021;Kuala Pesisir;7169;6941;14110;7927;7716;15643;10977;361359;1396;8,92;99,15
1115040;Seunagan;7174;7290;14464;7950;8111;16061;11270;361359;1182;7,36;97,86
1115050;Seunagan Timur;5935;6225;12160;6580;6918;13498;9472;361359;1370;10,15;96,66
1115041;Suka Makmue;4027;3995;8022;4461;4438;8899;6244;361359;1323;14,87;96
1115022;Tadu Raya;5777;5408;11185;6394;6014;12409;8707;361359;2828;22,79;92,41
1115011;TRIPA MAKMUR;NA;NA;NA;4358;4390;8748;6139;361359;4400;50,3;84,23
1109220;Batee;8930;9147;18077;9817;10089;19906;13878;374031;9020;45,31;89,5
1109150;Delima;8904;9755;18659;9965;10508;20473;14273;374031;6130;29,94;98,86
1109010;Geumpang;3141;2867;6008;3285;3332;6617;4613;374031;1453;21,96;90,99
1109071;Glumpang Baro;4465;5157;9622;4932;5663;10595;7386;374031;2496;23,56;98,83
1109070;Glumpang Tiga;8096;8792;16888;8929;9805;18734;13061;374031;2950;15,75;96,54
1109151;Grong-Grong;2985;3224;6209;3401;3467;6867;4788;374031;1111;16,18;97,49
1109160;Indrajaya;9856;10859;20715;10895;11948;22842;15925;374031;4313;18,88;96,39
1109180;Kembang Tanjung;9426;9889;19315;10188;11135;21322;14865;374031;3813;17,88;98,26
1109111;Keumala;4312;4593;8905;4794;4981;9774;6814;374031;2257;23,09;95,34
1109200;Kota Sigli;9316;9513;18829;10238;10641;20879;14556;374031;1211;5,8;99,84
1109011;Mane;3821;3865;7686;4186;4346;8532;5949;374031;3105;36,39;97,14
1109130;Mila;3812;4256;8068;4187;4703;8890;6198;374031;1054;11,86;100
1109230;Muara Tiga;8669;8758;17427;9299;9841;19140;13344;374031;6117;31,96;99,55
1109080;Mutiara;8874;9544;18418;9809;10567;20376;14206;374031;2157;10,59;99,73
1109081;Mutiara Timur;14732;16035;30767;16302;17512;33814;23574;374031;5535;16,37;97,62
1109140;Padang Tiji;9681;9952;19633;10530;11072;21602;15060;374031;6877;31,84;96,79
1109170;Peukan Baro;8768;9485;18253;9691;10456;20146;14046;374031;1513;7,51;98,68
1109210;Pidie;19303;20511;39814;21190;22729;43918;30619;374031;6215;14,15;97,21
1109120;Sakti;9143;9674;18817;10239;10664;20903;14573;374031;3724;17,82;97,85
1109190;Simpang Tiga;9692;10599;20291;10806;11639;22444;15648;374031;5554;24,75;99,21
1109100;Tangse;11563;11946;23509;12571;13264;25835;18011;374031;7203;27,88;98,33
1109090;Tiro/Trusep;3424;3673;7097;3835;3967;7802;5439;374031;2866;36,73;95,93
1109112;Titeue;3051;3050;6101;3401;3352;6752;4708;374031;1545;22,88;97,43
1118080;Bandar Baru;15268;16069;31337;17381;18321;35702;24932;380371;10902;30,54;94,62
1118030;Bandar Dua;11694;11962;23656;12603;12909;25511;17816;380371;4741;18,58;93,31
1118040;Jangka Buya;4342;4372;8714;5020;5060;10080;7039;380371;1826;18,12;95,86
1118020;Meurah Dua;4901;5189;10090;5867;6223;12090;8443;380371;1253;10,36;93,13
1118010;Meureudu;8935;9452;18387;9934;10519;20453;14283;380371;2308;11,28;98,15
1118070;Panteraja;3672;3861;7533;4122;4339;8461;5909;380371;1831;21,64;100
1118060;Trienggadeng;9537;10364;19901;10194;11087;21281;14862;380371;5822;27,36;97,35
1118050;Ulim;6655;6683;13338;7425;7464;14888;10397;380371;3128;21,01;95,3
1101051;Alafan;2302;2177;4479;2414;2289;4703;3069;311351;1698;36,1;62,43
1101040;Salang;3909;3716;7625;4296;4104;8401;5482;311351;1439;17,13;87,09
1101050;Simeulue Barat;5114;4910;10024;5505;5183;10688;6974;311351;3373;31,56;82,02
1101032;SIMEULUE CUT;NA;NA;NA;1614;1525;3139;2049;311351;701;22,33;91,79
1101030;Simeulue Tengah;4591;4419;9010;3452;3300;6753;4406;311351;999;14,79;93,62
1101020;Simeulue Timur;14947;13984;28931;13816;13216;27033;17639;311351;2108;7,8;95,01
1101031;Teluk Dalam;2570;2344;4914;2701;2552;5253;3427;311351;1630;31,03;82,23
1101021;Teupah Barat;3756;3513;7269;3999;3814;7813;5098;311351;2221;28,43;89,53
1101010;Teupah Selatan;4280;4142;8422;4569;4456;9025;5889;311351;2366;26,22;88,37
1101022;TEUPAH TENGAH;NA;NA;NA;3116;3035;6151;4014;311351;1584;25,75;92,16
5103050;Abiansemal;44063;44081;88144;45241;45538;90778;68349;454916;5371;5,92;100
5103020;Kuta;45050;41433;86483;75102;71302;146404;110230;454916;82;0,06;100
5103010;Kuta Selatan;59620;56298;115918;52032;48134;100166;75417;454916;525;0,52;100
5103030;Kuta Utara;53385;50330;103715;63417;60118;123534;93012;454916;682;0,55;100
5103040;Mengwi;62146;60683;122829;65115;63813;128927;97072;454916;4405;3,42;100
5103060;Petang;13272;12971;26243;13083;12882;25965;19550;454916;3334;12,84;100
5106020;Bangli;24321;23946;48267;25363;25052;50415;38044;283849;881;1,75;99,2
5106040;Kintamani;45892;44186;90078;47363;45748;93112;70264;283849;9190;9,87;92,27
5106010;Susut;21768;21434;43202;22263;21991;44254;33395;283849;1418;3,2;99,99
5106030;Tembuku;17128;16678;33806;17500;17095;34594;26106;283849;1250;3,61;99,88
